1.0000,-0.0000,-0.0003,-0.0005,-0.0012,-0.0017,-0.0114,-0.0002,-0.0012,-0.0015,-0.0007,-0.0002,-0.0003,-0.0003,-0.0034,-0.0009,-0.0244,-0.0003,-0.0015,-0.0015,-0.0003,-0.0034,-0.0003,-0.0003,-0.0000,-0.0003,-0.0001,-0.0016,-0.0075,-0.0001,-0.0003,-0.0000,-0.0002,-0.0128,-0.0001,-0.0145,-0.0001,-0.1674,-0.0509,-0.0022,-0.0001,-0.0005,-0.0657,-0.0633,-0.0036,-0.0001,-0.0002,-0.0012,-0.0016,-0.0004,-0.0002,-0.0011,-0.0002,-0.0263,-0.0002,-0.0288,-0.0005,-0.0182,-0.0004,-0.0005,-0.0027,-0.0576,-0.0000,-0.0030,-0.1006,-0.0024,-0.0001,-0.0022,-0.0058,-0.0003,-0.0000,-0.0004,-0.0000,-0.0006,-0.0068,-0.0018,-0.0001,-0.0000,-0.1092,-0.0008,-0.0025,-0.0080,-0.0090,-0.0001,-0.1053,-0.0002,-0.0131,-0.0054,-0.0001,-0.0001,-0.0151,-0.0013,-0.0048,-0.0009,-0.0038,-0.0920,-0.0002,-0.0002,-0.0001,-0.0301
-0.0000,1.0000,-0.0000,-0.0000,-0.0001,-0.0000,-0.0009,-0.0000,-0.0004,-0.0001,-0.0001,-0.0002,-0.0000,-0.8782,-0.0001,-0.0000,-0.0000,-0.0000,-0.0002,-0.0001,-0.0004,-0.0001,-0.0005,-0.0000,-0.0000,-0.0002,-0.0005,-0.0009,-0.0009,-0.0057,-0.0001,-0.0003,-0.0001,-0.0003,-0.0013,-0.0370,-0.0282,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0006,-0.0001,-0.0004,-0.0012,-0.0002,-0.0307,-0.0003,-0.0001,-0.0002,-0.0000,-0.0001,-0.0000,-0.0044,-0.0000,-0.0000,-0.0061,-0.0011,-0.0104,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0006,-0.0101,-0.0002,-0.0002,-0.0072,-0.0001,-0.0006,-0.0002,-0.0013,-0.0000,-0.0001,-0.0000,-0.0030,-0.0001,-0.0000,-0.0001,-0.0000,-0.0001,-0.0001,-0.0002,-0.0000,-0.0000,-0.0002,-0.0000,-0.0021,-0.0000,-0.0000,-0.0003,-0.0004,-0.0008,-0.0000,-0.0000,-0.0002,-0.0001,-0.0000
-0.0003,-0.0000,1.0000,-0.0003,-0.0000,-0.0010,-0.0036,-0.0019,-0.0004,-0.0002,-0.0075,-0.0024,-0.0017,-0.0001,-0.0063,-0.0042,-0.0558,-0.0078,-0.0161,-0.0009,-0.0012,-0.0018,-0.0163,-0.0070,-0.0212,-0.0278,-0.0029,-0.0001,-0.0001,-0.0005,-0.0001,-0.0085,-0.0015,-0.0073,-0.0383,-0.0001,-0.0001,-0.0003,-0.0003,-0.0272,-0.0002,-0.0001,-0.0002,-0.0009,-0.0002,-0.0004,-0.0016,-0.0002,-0.0029,-0.0023,-0.0187,-0.0000,-0.0211,-0.0035,-0.0030,-0.0053,-0.0042,-0.0001,-0.0006,-0.0001,-0.0433,-0.0002,-0.0090,-0.0206,-0.0007,-0.0001,-0.0008,-0.0001,-0.0046,-0.0001,-0.0025,-0.0066,-0.0038,-0.0062,-0.0005,-0.0137,-0.0175,-0.0000,-0.0000,-0.0088,-0.0104,-0.0009,-0.0008,-0.0001,-0.0296,-0.0124,-0.0488,-0.0044,-0.2462,-0.0001,-0.0182,-0.0012,-0.0013,-0.0006,-0.0024,-0.0007,-0.0002,-0.1950,-0.0009,-0.0004
-0.0005,-0.0000,-0.0003,1.0000,-0.0820,-0.0005,-0.0000,-0.0062,-0.0052,-0.0459,-0.0011,-0.0009,-0.0002,-0.0001,-0.0002,-0.0024,-0.0025,-0.0011,-0.0073,-0.0027,-0.0079,-0.0178,-0.0003,-0.0019,-0.0006,-0.0000,-0.0001,-0.0115,-0.0075,-0.0002,-0.0019,-0.0003,-0.0003,-0.0001,-0.0002,-0.0003,-0.0068,-0.0005,-0.0405,-0.0190,-0.0037,-0.0381,-0.0006,-0.0001,-0.0002,-0.0009,-0.0135,-0.0001,-0.0003,-0.0007,-0.0049,-0.0025,-0.0025,-0.0032,-0.0001,-0.0099,-0.0000,-0.0006,-0.0003,-0.0005,-0.0015,-0.0001,-0.0024,-0.0005,-0.0001,-0.2492,-0.0002,-0.0068,-0.0015,-0.0008,-0.0035,-0.0052,-0.0007,-0.0002,-0.0299,-0.0011,-0.0033,-0.0014,-0.0002,-0.0087,-0.0000,-0.0022,-0.0017,-0.0052,-0.0002,-0.0006,-0.0010,-0.0003,-0.0000,-0.0009,-0.0020,-0.0005,-0.0003,-0.0311,-0.0003,-0.0004,-0.0091,-0.0003,-0.0055,-0.0005
-0.0012,-0.0001,-0.0000,-0.0820,1.0000,-0.0001,-0.0007,-0.0003,-0.0114,-0.0244,-0.0016,-0.0006,-0.0010,-0.0002,-0.0002,-0.0005,-0.0002,-0.0002,-0.0004,-0.0022,-0.0010,-0.0196,-0.0001,-0.0007,-0.0004,-0.0000,-0.0011,-0.0214,-0.0024,-0.0004,-0.0003,-0.0000,-0.0001,-0.0002,-0.0001,-0.0020,-0.0165,-0.0011,-0.0694,-0.0026,-0.0001,-0.0809,-0.0075,-0.0001,-0.0085,-0.0031,-0.0110,-0.0005,-0.0015,-0.0007,-0.0004,-0.0072,-0.0054,-0.0002,-0.0001,-0.0016,-0.0000,-0.0010,-0.0008,-0.0008,-0.0028,-0.0006,-0.0006,-0.0009,-0.0000,-0.0204,-0.0000,-0.0014,-0.0022,-0.0047,-0.0003,-0.0016,-0.0003,-0.0003,-0.0051,-0.0038,-0.0000,-0.0002,-0.0200,-0.0006,-0.0000,-0.0002,-0.0023,-0.0036,-0.0002,-0.0002,-0.0005,-0.0012,-0.0000,-0.0027,-0.0003,-0.0020,-0.0001,-0.0040,-0.0001,-0.0000,-0.0005,-0.0001,-0.0148,-0.0002
-0.0017,-0.0000,-0.0010,-0.0005,-0.0001,1.0000,-0.0003,-0.0008,-0.0001,-0.0004,-0.0000,-0.0156,-0.0000,-0.0001,-0.0009,-0.0004,-0.0021,-0.0047,-0.0015,-0.0002,-0.0419,-0.0032,-0.0026,-0.0022,-0.0001,-0.0001,-0.0000,-0.0004,-0.0001,-0.0000,-0.0002,-0.0000,-0.0038,-0.0000,-0.0005,-0.0001,-0.0000,-0.2286,-0.0004,-0.0016,-0.0000,-0.0000,-0.0001,-0.0001,-0.0001,-0.0039,-0.0003,-0.0052,-0.0052,-0.0000,-0.0000,-0.0001,-0.0001,-0.0004,-0.0004,-0.0211,-0.0000,-0.0004,-0.0024,-0.0007,-0.0002,-0.0006,-0.0019,-0.0009,-0.0005,-0.0001,-0.0001,-0.0009,-0.0001,-0.0000,-0.0001,-0.0003,-0.0000,-0.0000,-0.0002,-0.0002,-0.0001,-0.0000,-0.0001,-0.0007,-0.0001,-0.0001,-0.0015,-0.0001,-0.0111,-0.0001,-0.0053,-0.0838,-0.0001,-0.0001,-0.0089,-0.0000,-0.0218,-0.0000,-0.0481,-0.0024,-0.0000,-0.0055,-0.0001,-0.0002
-0.0114,-0.0009,-0.0036,-0.0000,-0.0007,-0.0003,1.0000,-0.0002,-0.0013,-0.0002,-0.0219,-0.0007,-0.0036,-0.0017,-0.0046,-0.0011,-0.0019,-0.0020,-0.0062,-0.0014,-0.0003,-0.0027,-0.0014,-0.0007,-0.0010,-0.0086,-0.0037,-0.0037,-0.0012,-0.0138,-0.0001,-0.0001,-0.0034,-0.0154,-0.0010,-0.0024,-0.0011,-0.0054,-0.0042,-0.0008,-0.0000,-0.0002,-0.0429,-0.0011,-0.1866,-0.0066,-0.0023,-0.0166,-0.2040,-0.0028,-0.0004,-0.0001,-0.0201,-0.0014,-0.0558,-0.0019,-0.0032,-0.0052,-0.0061,-0.0031,-0.0060,-0.0368,-0.0007,-0.0062,-0.0107,-0.0002,-0.0011,-0.0001,-0.0092,-0.0052,-0.0007,-0.0020,-0.0014,-0.0282,-0.0006,-0.0459,-0.0002,-0.0000,-0.0073,-0.0008,-0.0366,-0.0006,-0.0005,-0.0006,-0.0178,-0.0007,-0.0553,-0.0244,-0.0115,-0.0033,-0.0056,-0.0009,-0.0009,-0.0003,-0.0051,-0.0006,-0.0000,-0.0032,-0.0002,-0.0041
-0.0002,-0.0000,-0.0019,-0.0062,-0.0003,-0.0008,-0.0002,1.0000,-0.0003,-0.0018,-0.0006,-0.0125,-0.0011,-0.0001,-0.0002,-0.0003,-0.0045,-0.0185,-0.0502,-0.0031,-0.0005,-0.0002,-0.0001,-0.1067,-0.0474,-0.0006,-0.0006,-0.0019,-0.0007,-0.0003,-0.0860,-0.0005,-0.0065,-0.0008,-0.0001,-0.0001,-0.0011,-0.0002,-0.0006,-0.0081,-0.0026,-0.0035,-0.0004,-0.0001,-0.0004,-0.0018,-0.0030,-0.0021,-0.0064,-0.0001,-0.0083,-0.0000,-0.0003,-0.0020,-0.0026,-0.0005,-0.0003,-0.0004,-0.0024,-0.0008,-0.0003,-0.0003,-0.0153,-0.0003,-0.0000,-0.0009,-0.0287,-0.0011,-0.0018,-0.0001,-0.0071,-0.0219,-0.0029,-0.0002,-0.0006,-0.0041,-0.0112,-0.0056,-0.0000,-0.0054,-0.0005,-0.0008,-0.0016,-0.0077,-0.0002,-0.0023,-0.0008,-0.0001,-0.0001,-0.0001,-0.0028,-0.0019,-0.0000,-0.0429,-0.0006,-0.0025,-0.0064,-0.0096,-0.0007,-0.0077
-0.0012,-0.0004,-0.0004,-0.0052,-0.0114,-0.0001,-0.0013,-0.0003,1.0000,-0.0594,-0.0056,-0.0011,-0.0008,-0.0037,-0.0030,-0.0000,-0.0018,-0.0001,-0.0145,-0.0005,-0.0160,-0.0006,-0.0063,-0.0008,-0.0015,-0.0001,-0.0001,-0.0005,-0.0943,-0.0134,-0.0000,-0.0001,-0.0008,-0.0039,-0.0007,-0.0044,-0.0014,-0.0027,-0.0239,-0.0015,-0.0160,-0.0016,-0.0034,-0.0001,-0.0051,-0.0010,-0.0043,-0.0005,-0.0026,-0.0000,-0.0006,-0.0148,-0.0012,-0.0005,-0.0002,-0.0007,-0.0001,-0.0007,-0.0320,-0.0002,-0.0105,-0.0001,-0.0000,-0.0167,-0.0000,-0.0035,-0.0001,-0.0039,-0.0251,-0.0092,-0.0058,-0.0001,-0.0029,-0.0104,-0.0009,-0.0005,-0.0007,-0.0001,-0.0006,-0.0001,-0.0001,-0.0002,-0.0651,-0.0001,-0.0011,-0.0005,-0.0065,-0.0070,-0.0001,-0.0144,-0.0002,-0.0030,-0.0004,-0.0121,-0.0025,-0.0003,-0.0096,-0.0028,-0.0036,-0.0001
-0.0015,-0.0001,-0.0002,-0.0459,-0.0244,-0.0004,-0.0002,-0.0018,-0.0594,1.0000,-0.0002,-0.0062,-0.0006,-0.0005,-0.0246,-0.0003,-0.0009,-0.0000,-0.0069,-0.0903,-0.0138,-0.0071,-0.0051,-0.0012,-0.0013,-0.0000,-0.0005,-0.0017,-0.0311,-0.0009,-0.0033,-0.0002,-0.0002,-0.0013,-0.0003,-0.0029,-0.0023,-0.0040,-0.0690,-0.0036,-0.0017,-0.0746,-0.0002,-0.0005,-0.0036,-0.0005,-0.0003,-0.0006,-0.0011,-0.0002,-0.0061,-0.4514,-0.0011,-0.0002,-0.0001,-0.0006,-0.0000,-0.0019,-0.0143,-0.0004,-0.0009,-0.0014,-0.0002,-0.0116,-0.0001,-0.0026,-0.0001,-0.3612,-0.0018,-0.0007,-0.0004,-0.0006,-0.0021,-0.0028,-0.0006,-0.0006,-0.0002,-0.0001,-0.0002,-0.0015,-0.0001,-0.0082,-0.0184,-0.0004,-0.0013,-0.0007,-0.0008,-0.0009,-0.0000,-0.0010,-0.0018,-0.0368,-0.0007,-0.0063,-0.0011,-0.0016,-0.0225,-0.0003,-0.1099,-0.0002
