172,93,141,140,131,86,53,35,1,37,67,122,66,55,151,40,100,54,173,10,166,74,111,83,101,99,61,57,119,8
-0.0051,0.0000,0.0000,0.0058,0.0000,-0.0028,0.0000,0.0000,-0.0018,-0.0030,0.0043,-0.0017,0.0000,-0.0012,0.0000,0.0066,0.0000,-0.0014,-0.0019,-0.0016,0.0055,-0.0017,-0.0012,-0.0015,0.0052,-0.0024,-0.0015,0.0053,-0.0014,-0.0006
0.0000,0.0000,0.0000,0.0000,0.0000,0.8926,0.0000,0.0000,0.0000,-0.2180,-0.2704,-0.1245,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1369,0.0000,0.0000,0.0000,-0.0855,0.0000,0.0000,-0.1764,0.0000,0.0000,-0.0995,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9258,-0.2192,0.0000,0.0000,0.0000,0.0000,-0.1764,0.0000,-0.1510,-0.1188,-0.1323,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0967
0.0000,-0.7502,0.0000,-0.4201,0.0000,0.0000,0.0000,0.0000,-0.2908,0.0000,0.0000,0.0000,0.0000,-0.1921,0.0000,0.0000,0.0000,-0.2252,0.0000,-0.0919,-0.1633,-0.0988,0.0000,-0.0848,-0.1166,0.0000,-0.1286,-0.0790,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0770,0.0000,-0.0828,0.0000,-0.0711,-0.0977,0.0000,0.9840,-0.0662,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9978,0.0000,0.0000,0.0000,-0.0662,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9271,0.0000,0.0000,0.0000,0.0000,-0.1716,0.0000,0.0000,0.0000,-0.2012,0.0000,-0.0821,-0.1459,-0.0883,0.0000,-0.0758,-0.1042,0.0000,-0.1149,-0.0706,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0772,0.0000,0.9922,0.0000,-0.0713,0.0000,0.0000,0.0000,-0.0665,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4429,0.0000,-0.4766,0.0000,-0.4091,-0.2346,0.0000,-0.2587,-0.3811,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9534,0.0000,0.0000,0.0000,0.0000,-0.1728,0.0000,-0.1479,-0.1164,-0.1296,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0948
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6035,0.0000,0.0000,0.0000,-0.3769,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4386,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1137,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1249,0.0000,0.0000,0.0000,-0.0780,0.0000,0.0000,0.9783,0.0000,0.0000,-0.0908,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9662,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0796,-0.1415,-0.0856,0.0000,-0.0735,-0.1010,0.0000,-0.1114,-0.0685,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0768,0.0000,0.0000,0.0000,0.0000,0.0000,0.9970,0.0000
0.0000,0.0000,0.7539,0.0000,-0.4176,0.0000,-0.3034,-0.2356,0.0000,0.0000,0.0000,0.0000,-0.1896,0.0000,-0.1623,-0.1277,-0.1422,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1040
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6517,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7584,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9618,0.0000,-0.1186,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1303,0.0000,0.0000,0.0000,-0.0814,0.0000,0.0000,-0.1680,0.0000,0.0000,-0.0947,0.0000
0.0000,0.0000,-0.7539,0.0000,-0.4176,0.0000,-0.3034,-0.2356,0.0000,0.0000,0.0000,0.0000,-0.1896,0.0000,-0.1623,-0.1277,-0.1422,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1040
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9821,-0.1106,-0.1231,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0900
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1642,0.0000,0.0000,0.0000,0.9531,0.0000,-0.0785,-0.1396,-0.0845,0.0000,-0.0725,-0.0997,0.0000,-0.1100,-0.0676,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9924,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0801,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0932,0.0000
0.0000,0.7502,0.0000,-0.4201,0.0000,0.0000,0.0000,0.0000,-0.2908,0.0000,0.0000,0.0000,0.0000,-0.1921,0.0000,0.0000,0.0000,-0.2252,0.0000,-0.0919,-0.1633,-0.0988,0.0000,-0.0848,-0.1166,0.0000,-0.1286,-0.0790,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9714,0.0000,-0.1420,-0.1118,-0.1244,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0910
